id,host_id,vcpus,memory,memory_real,est_duration
a91c1e49-8ad2-43bc-9420-b17c1a2e2221,node-67,16,65536.0,24904,3
2dc6bd51-2243-4904-ac4d-fe0a2b387acb,node-41,16,65536.0,31794,4
4a47c4d6-99c6-4ea7-95f6-2ffa77435736,node-87,16,65536.0,29198,4
08922bbb-213f-47ab-96d8-6390d597cca2,node-21,4,4096.0,1324,1
633c0976-a286-4749-ac1e-866a6e27d48e,node-75,4,4096.0,1395,1
59f99172-9b30-47af-9935-02a0ea36f54a,node-70,2,4096.0,2037,1
2e1f1a49-e4d9-465b-9d7c-57738dac95cd,node-32,2,4096.0,1429,1
96a61fdd-e456-477b-a2e9-d390c0a6ed94,node-23,2,4096.0,1987,1
e0db7923-dadd-4877-8a52-0673e918eb5c,node-76,2,4096.0,1967,1
af134017-97ad-45b1-b788-4316e8e3c820,node-75,4,4096.0,1789,1
0815c671-130b-47ad-8a08-9b5330ad14cb,node-42,8,16384.0,6914,1
361f60ab-94e1-4258-9ada-824fece6e5fe,node-36,8,16384.0,6852,1
2faa9eb4-8cb7-4c69-b5d3-3a2981d9c58c,node-51,8,16384.0,6358,1
318d5f0a-9e4b-4ea4-ada3-4ece5e69a147,node-55,8,16384.0,5086,1
6410f0f7-7042-43df-beb1-0451c4702886,node-65,8,16384.0,6509,1
492241ca-cfbd-4423-9afc-acb26405d6cc,node-55,8,16384.0,5753,1
4e50885b-cc9a-413d-b388-155322adb862,node-53,8,16384.0,5294,1
cce9b9da-a3a0-4c2f-a1b0-cda281cbf2c1,node-22,4,32768.0,14084,2
6b984211-5a13-4fe2-b5c9-a7daa9787ae0,node-51,8,16384.0,7039,1
d94e300b-28f7-41a4-9d98-7b12b2f54b4f,node-30,32,65536.0,27090,3
0d69e65b-dbfd-4515-9e85-dc8409690fc9,node-100,4,32768.0,11375,2
6e62b800-3302-4bba-ab4b-aa799c4714a1,node-47,4,32768.0,15380,2
059e7f6a-f47e-407f-a7e7-8a0bb5f6cb85,node-90,16,65536.0,20770,3
2f9f9d76-e2e7-4809-ba51-548782382620,node-76,2,8192.0,3546,1
e1254509-2811-4701-a30a-02f48f8f0757,node-91,4,16384.0,8117,1
4d23529e-b370-4fe5-a66e-e9c85e818804,node-18,4,4096.0,1457,1
a614dd43-9496-41f1-bc25-0a197d508d44,node-41,4,4096.0,1583,1
badd184b-bc7d-4872-90cd-166221d8fecb,node-21,16,131072.0,41999,5
8890155a-0b16-47ad-ba2f-6c892196330a,node-28,16,131072.0,47153,6
0098bb9e-b57d-40cb-8091-a795e01fc8db,node-65,16,131072.0,48474,6
637e0576-a3ad-49a9-ae42-1d49531c4749,node-31,16,131072.0,62959,7
e8f82e67-79bf-4bfb-a722-74fc79d5e9ec,node-98,8,8192.0,3543,1
70ce312e-9f21-4bec-8139-91805ac78224,node-50,8,8192.0,4088,1
19cab593-5218-4691-8d9b-2141e1e8fe2f,node-29,8,8192.0,3813,1
9b5c3ddc-eb7e-47c8-ae4a-3c71f6e8af1e,node-17,4,8192.0,3505,1
3b52221d-08e3-4658-b578-fcc7b2202ed1,node-14,8,8192.0,2632,1
60982ec4-7bae-4fde-9bfb-76aa1e61322c,node-45,2,4096.0,1761,1
ca947869-c046-4120-965a-9e99f317d656,node-66,4,8192.0,3510,1
734935e6-6171-48ec-b746-88e6334e9643,node-50,4,8192.0,3274,1
2550e2b7-0bfb-47b1-abc8-592b9e3a7a9f,node-76,4,8192.0,3196,1
6dd6b03b-aa94-401f-84bf-02edacc63c50,node-49,4,8192.0,3265,1
a4c7b5ca-4a2c-42ec-8494-b7c310133248,node-23,2,32768.0,11937,2
7db371a5-fe99-407c-9f19-cd808c90952d,node-19,4,8192.0,3942,1
1409c6a5-777e-4e3e-a7b0-c7d91029ba93,node-88,4,8192.0,4029,1
04cf5269-3f7e-4351-9d57-c7b9fbe2b4bc,node-74,2,4096.0,1825,1
aa97c196-d231-4c01-9c27-57d09ab19e83,node-48,2,4096.0,1331,1
8f605b88-8f1f-4481-a8ba-7772431a8ada,node-86,2,4096.0,1513,1
fe9608df-b7e4-44c8-8975-ce7ee4014847,node-15,8,8192.0,3667,1
b1a35818-2f39-4529-b274-4c9d711bd0f9,node-61,4,8192.0,3250,1
323bdaf1-125d-46d9-86cb-8ebdc4e34ee4,node-95,4,8192.0,2505,1
ad0f9edd-d448-4c73-b1ed-d3fce72d0944,node-38,2,4096.0,1951,1
5f8ea10e-4380-480b-aee0-718f5e19ac58,node-21,2,4096.0,1410,1
5381a6f7-2d96-4f30-aa8d-cbb8032ee557,node-84,4,4096.0,1545,1
2d646254-665e-4ff4-b45c-c1af0c9b5b7e,node-96,2,4096.0,2024,1
ef522a17-a35e-4e01-84ce-911446c357af,node-19,4,8192.0,3032,1
0ef26b8f-d3ae-4272-a050-05719a7c4327,node-97,2,4096.0,1553,1
2766efe0-1429-47a9-9e66-71f4d3f63755,node-185,4,16384.0,6348,1
d9580c5d-ce52-4cd3-88ef-765e6060e410,node-66,4,16384.0,5516,1
59006e18-5ca9-489b-b527-1b7d57696690,node-77,4,16384.0,7086,1
51a5e1d9-7dfc-4df3-8a32-91f813608794,node-75,8,65536.0,31119,4
e85ddfff-7bf2-435c-865c-22ebf0c3bc96,node-60,4,32768.0,12850,2
b8e36207-1e7d-46aa-8513-093ebb998480,node-22,8,32768.0,12193,2
ae9036c9-874b-412d-9a49-7aed1e42c65d,node-187,8,32768.0,12646,2
05b0fbc3-1565-4107-8fe5-b737ddeee5e5,node-17,16,65536.0,21566,3
e7c327ed-8e71-404f-89e8-d32a1cbf3b96,node-70,4,16384.0,4962,1
50878bec-56d0-42df-b1a9-eb972a7e0ccb,node-50,4,4096.0,1974,1
51cbdfab-4557-4e1d-bf41-f2e5578dfeb9,node-85,4,4096.0,2033,1
4b73a6b0-fc1d-4e15-8a29-b59694306724,node-80,16,65536.0,25992,3
e3ccb4cc-8e9e-4fcd-9b7f-1286de4b9b3b,node-24,4,16384.0,8009,1
1d418906-3b19-4d95-b89f-5695418d0b87,node-66,4,65536.0,25496,3
278e6c51-df85-4254-b87b-d0706ec560bc,node-33,4,65536.0,27002,3
bb66bdb2-f4f7-4c66-a990-9a91ccebb1a8,node-52,16,32768.0,14507,2
d0bfe6d0-a785-4e7c-b89a-51f7a2f43acc,node-88,4,16384.0,5043,1
d116bb9f-1c73-4b41-966d-0669bb70a163,node-184,4,16384.0,5756,1
7645804c-8456-461a-bc0c-6e52412b8799,node-78,4,16384.0,7904,1
c9357582-966e-4410-8052-ac78220a04d8,node-50,4,16384.0,6813,1
3094b358-1e41-49a4-97d0-ebf305709729,node-46,2,8192.0,4044,1
1d02ffd2-c616-4f21-9b16-f2a4103e9d71,node-53,4,65536.0,23693,3
b2c05fba-42df-4384-82cc-61a62e95e9ed,node-52,16,65536.0,26804,4
80c6cc3a-692b-43ad-8c10-f50d9caa5eb6,node-79,2,8192.0,2613,1
8960477b-e8fa-440b-aad5-6ee3ee3f2a61,node-70,4,16384.0,5331,1
7ee0fb02-881b-4746-8116-ac02d584b67f,node-85,4,16384.0,5836,1
b3320c3d-6add-4e06-9b19-4c9889bb6c08,node-36,4,16384.0,6452,1
dda5550a-251d-461c-80a3-04482eded46c,node-92,8,32768.0,11336,2
082db76e-ccd2-4420-8cf7-90b3edd60edd,node-86,2,8192.0,2699,1
77a7a020-2ac0-403d-bd51-2b07cfb4af69,node-42,2,8192.0,3648,1
e1369cf1-2e93-4ebf-a6c8-cb8eacec820f,node-100,16,65536.0,30851,4
d8c73605-d9ee-44c2-a62b-54ee61fbab33,node-38,4,16384.0,5022,1
b73781b7-5cb7-4e92-b709-be44767a62eb,node-184,4,16384.0,5910,1
b55eed11-872d-45ae-9061-52b527bf0e28,node-52,16,65536.0,31713,4
e01c4073-e210-4724-bead-bcc900955eb7,node-66,8,32768.0,12184,2
59c03035-2298-4a90-a2b2-7ee1632a9c99,node-23,8,32768.0,14217,2
c1ad1e65-403b-42bc-8bcd-b153fe88db69,node-68,4,16384.0,5246,1
6c731dc8-5688-436d-a89f-b04532683fe6,node-18,4,16384.0,6267,1
b632f419-1f8d-48ec-8792-b5558c581e27,node-53,4,16384.0,6805,1
f8e850ea-41ef-4218-a279-b0c28f443a12,node-75,4,8192.0,4014,1
8d6e0251-23c2-491b-b20b-78c3b9d6a438,node-45,8,16384.0,6736,1
f8fb8fcd-0ec4-41ba-92f3-92537c59a06e,node-74,4,8192.0,3104,1
fd9a2f02-19bd-416d-a037-ae352c36474a,node-42,4,16384.0,5170,1
180b7a0a-12d0-41f7-849d-9277a652122d,node-36,8,32768.0,15515,2
d568cadf-8ea1-4f1e-85b2-1024931e2e70,node-29,16,65536.0,30091,3
4a3d03fa-53eb-49d0-8f07-e3b94dd69eda,node-21,16,65536.0,26764,4
fe935a6d-77bb-49dd-bda5-61e085b7b441,node-96,2,8192.0,3529,1
71a5fb66-2393-4b73-89ca-30aa0f94d7e4,node-69,16,90000.0,27435,4
352502f3-7a9b-4727-9bf4-599ae342f598,node-73,8,92160.0,29214,3
68bdcf65-ba02-4ee8-851b-4b1670c530df,node-67,16,65536.0,27313,4
86292bc7-a7ba-4b53-ba16-4db97bcadc1f,node-187,8,131027.0,51626,7
3b364053-31cc-4407-b948-442a67c9be4c,node-36,8,32768.0,10376,2
423ad96e-2a9f-4342-b37b-682748098b8f,node-50,8,16384.0,6103,1
36ce0690-e665-4dca-9f5b-191e940966b9,node-61,8,16384.0,6672,1
6207f149-d8ea-427f-ad36-1c377fe75d05,node-66,4,16384.0,6592,1
eb5b0116-d6ba-45dc-905a-79c59a65fe66,node-21,16,65536.0,23381,3
209c5b94-e20a-4783-8f78-59641b46eca8,node-184,8,32768.0,14958,2
ad7b13a7-e17b-46fd-bdd4-c9ae54756684,node-36,8,32768.0,13578,2
46236989-87c1-4dd3-8e3b-09c3fc46da3a,node-30,4,16384.0,7980,2
8934b459-6a41-494f-9523-63ba82e5b71a,node-17,2,16384.0,5340,1
adf42a27-a100-4095-bbc5-09f0dd30a267,node-15,16,65536.0,24684,3
1d289409-c690-4df0-ad0c-2645c99f12e9,node-18,16,65536.0,20311,3
5a15219b-1c61-4984-892e-a1982e7ddd75,node-47,4,65536.0,28015,3
449aecd0-1b54-4293-a595-1f4f39e82d31,node-45,4,4096.0,1709,1
2e082e8a-99f0-49b3-9685-d423a287f7bb,node-34,16,65536.0,22704,3
d29567f7-651e-4630-b3c4-df4d19eb5d8a,node-23,8,32768.0,10888,2
10574ce5-af43-4b75-94bb-45df59a85cb7,node-21,16,65536.0,22205,3
92ea3fb9-b469-4de2-a1f8-b95a2f7b894b,node-21,16,65536.0,27666,4
acd60489-182f-4be6-9db9-8a9e938181fb,node-99,8,32768.0,10849,2
392040c3-41aa-429f-a8c3-7c5322072ed2,node-86,8,32768.0,12386,2
8d78ba97-0e6f-4526-af59-584458b0c58d,node-30,8,32768.0,13024,2
639e8e2a-732b-479d-b039-0c9151c761d1,node-35,8,32768.0,14458,2
df338cfd-9cf4-4493-926a-136ceeb6ddfa,node-47,2,8192.0,3724,1
893c7ba9-449a-4462-89fe-a85f08eb4351,node-78,2,8192.0,3725,1
da88ccd3-4f94-4809-ba28-53ad6fc664cf,node-36,2,16384.0,5722,1
e0885243-2b0f-4608-9c38-f84a87a3905a,node-67,8,32768.0,13548,2
81bddf67-94dc-4685-8912-1bc163c16855,node-55,2,16384.0,5002,1
d426a355-00ba-42d4-9a89-e8580e04fe4f,node-52,2,8192.0,2593,1
5dff38f7-57e2-4fc0-be86-e4595564bfd0,node-18,16,32768.0,13952,2
385e4367-0545-4530-b048-5233d3cd023d,node-15,4,16384.0,8137,1
b020fd1c-21f7-4624-b08d-1ab69783d316,node-93,4,16384.0,7442,1
32bb4a10-ac2c-46ed-b56a-d12ba3943fb5,node-75,4,16384.0,7095,1
2425dcce-1220-4aea-b89d-15394befef7a,node-52,4,16384.0,7428,1
054b77cc-8140-4d20-b139-0602772a3c49,node-100,8,32768.0,13751,2
ee7c35bf-bbb1-43fa-acb9-2d491e35aa75,node-39,8,32768.0,13311,2
277df5f4-7289-4594-a096-8a884d033924,node-42,8,32768.0,10160,2
5ef91962-1456-4636-9916-69f13e430cc7,node-95,8,32768.0,11206,2
ac421194-e167-4cc5-adbf-3971691c07e2,node-39,8,32768.0,12787,2
5faa3025-028a-4558-b0c4-07693611d272,node-97,4,16384.0,7109,1
521ca6fd-a301-470d-a362-12d7de11d229,node-23,4,16384.0,6803,1
39610d2b-7f14-4e23-9372-57455359c8a5,node-45,4,16384.0,5068,1
8a7384f2-a893-46d3-83de-515d07cdcb83,node-66,4,16384.0,5921,1
ce256711-454d-43be-a12b-73889a762ffd,node-80,4,16384.0,7045,1
f9bf4ef1-6426-44f9-92ed-40442487d270,node-78,4,16384.0,7822,1
315aa9ee-0345-4ffc-aad1-efe07bfeb764,node-184,4,16384.0,6263,1
e63672a1-b83b-4cbf-afe5-39dc0d2960ca,node-52,4,16384.0,7714,1
206c28ae-f789-45b7-ba6f-8970c7109572,node-62,4,16384.0,7654,1
3e310d32-a597-4269-ba2b-bfaad11feb9a,node-66,4,16384.0,8169,1
2605d2a2-2530-4f15-a50c-4e99fbb9ecab,node-61,8,32768.0,11604,2
decfba9a-3b60-4468-b74a-f2f170f9bb50,node-94,4,16384.0,6287,1
98474f09-01c2-46f0-8a18-2c865dc779d7,node-188,4,16384.0,6386,1
ddd9ba5f-0152-4c17-932d-dc40f90d21ab,node-91,8,32768.0,11111,2
9d9da4a9-053c-4769-8ab8-d31d50bc0aac,node-78,8,32768.0,11796,2
f999b3d7-5f2e-4613-8aba-f025365a7fb1,node-95,4,16384.0,6714,1
2a888658-13ff-42fc-8aaa-7c73fd06dac3,node-84,4,16384.0,7069,1
61ab9f88-93f5-4244-934d-91658a293e0e,node-99,16,65536.0,22004,3
e3b64a9a-64e9-49e4-ae3f-6a7dd6f8e728,node-188,8,32768.0,12127,2
388079ef-c189-42c3-bf6a-f47d29ba5ccb,node-66,8,32768.0,13991,2
c1bcb3e1-c6ff-4dc1-8eae-2074ee0056a5,node-72,8,32768.0,10270,2
07238f76-620d-4619-99bf-aa0b2506ad71,node-187,4,16384.0,7986,1
9dbdd809-913e-4e83-9813-c197f834139c,node-36,8,8192.0,2781,1
18568501-6135-4269-b4ed-12b0874a0f3d,node-57,2,8192.0,2518,1
9b0ecb60-b72d-4f92-9ccb-0d35cb37c35d,node-34,8,32768.0,14599,2
1361687e-21ff-41a5-81a6-da2137361fcc,node-30,8,32768.0,13756,2
6accdb12-4fc0-4554-9605-30481498d27c,node-68,8,32768.0,16120,2
a88d5336-a681-49fa-adfd-a38aa410d318,node-95,16,65536.0,29198,4
12967b36-f4ab-4573-9dbf-a636c2c3a6eb,node-71,16,65536.0,29164,4
6bac383b-3566-47f1-82d0-c597ef8dbeea,node-84,2,4096.0,1485,1
ed83e690-5305-4fc2-88bd-427da6d66d3a,node-70,8,131072.0,42561,5
1f25cf20-834f-4b7d-8e77-c88c73744729,node-87,16,65536.0,22267,3
309c2aa8-7937-4f19-86df-6192bf9c3ce0,node-87,8,32768.0,10218,2
1262414f-f8c1-4fe2-9058-e39c3ed10dce,node-96,16,65536.0,19807,3
387171f8-c5a6-404d-af1e-cdf81dcc2467,node-61,16,32768.0,12585,2
106157a9-5481-487b-85b1-dc76b1c29946,node-45,4,16384.0,7976,2
18703cc9-4701-40d9-bc0d-1e1c6500ec86,node-78,4,16384.0,5317,1
b8e0899a-e697-4554-ac26-ff1d10aad457,node-53,8,32768.0,13384,2
a56ff7af-1276-4739-ae79-ec9ada1d072f,node-70,4,16384.0,6389,1
b32b917e-3d05-4b5a-8201-4fc8436d8db5,node-91,4,32768.0,13749,2
456a378f-0ce2-4bd8-803a-04d060c60d66,node-57,8,32768.0,16029,2
8d7c59b5-c43c-4f02-8b7e-4364e34c1100,node-76,4,16384.0,4977,1
706c0cb9-764b-4939-a0a2-020852d382ed,node-45,4,16384.0,7682,2
97d4da51-779a-4d27-884e-5a87c20f8ebc,node-55,4,16384.0,7750,2
c51ea52c-55b6-444f-aa37-47a7fc49773e,node-74,16,262144.0,103032,10
704ec175-d8b9-4c66-90b1-523c9d42cdfc,node-14,8,16384.0,6357,1
4d663c2f-611c-40b2-8a40-8fb49cf66f9a,node-184,4,16384.0,6302,1
396ce215-2163-4957-858e-5a0903a7d928,node-86,4,16384.0,7619,1
41811af5-5bc5-462a-bada-939681c79553,node-98,4,16384.0,6766,1
09070ecf-8f11-4e2a-8b36-d5a03512879a,node-50,8,32768.0,14177,2
